都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
041041,0495400483,宮城県,仙台市太白区,看護小規模多機能型居宅介護リエンズ,カンゴショウキボタキノウガタキョタクカイゴリエンズ,看護小規模多機能型居宅介護（複合型サービス）,宮城県仙台市太白区西中田6丁目14-17,,38.190553900000000,140.879760400000000,022-226-7445,022-226-7446,2370001017310,株式会社リエンズ,0495400483,,緊急時やむを得ない場合の利用は、時間の限りではございません,29,https://www.riens.co.jp/,なし,通常の指定,なし,
041041,0495400558,宮城県,仙台市太白区,看護小規模多機能あゆみ,カンゴショウキボタキノウアユミ,看護小規模多機能型居宅介護（複合型サービス）,宮城県仙台市太白区袋原字小原４５－１,,38.197148795822580,140.904770784105270,022-797-6028,022-797-6280,9370001017213,株式会社よりあい,0495400558,,,0,http://www.senndaiyoriai.co.jp/,なし,通常の指定,なし,
041041,0495400244,宮城県,仙台市太白区,看護小規模多機能型居宅介護　かがやき,カンゴショウキボタキノウガタキョタクカイゴ　カガヤキ,看護小規模多機能型居宅介護（複合型サービス）,宮城県仙台市太白区茂庭台３丁目３０番３０号ないとうクリニック複合サービスセンター,ないとうクリニック複合サービスセンター,38.239410500000000,140.789130600000020,022-796-6957,022-796-6958,2370005001269,医療法人社団　静実会,0495400244,,,0,http://naitoclinic.jp/,なし,,,
041041,0495400459,宮城県,仙台市太白区,看護小規模多機能型居宅介護ノテ富沢,カンゴショウキボタキノウガタキョタクカイゴノテトミザワ,看護小規模多機能型居宅介護（複合型サービス）,宮城県仙台市太白区富沢西3丁目10番地の1特別養護老人ホームノテとみざわの里内,特別養護老人ホームノテとみざわの里内,38.209539517416350,140.855023917999230,022-226-7271,022-226-7215,3430005000585,社会福祉法人ノテ福祉会,0495400459,,1・ご利用者の疾患および心身の状態などの事項は看護小規模多機能型居宅介護を行う上で重要な情報です。詳細にお知らせ頂き、看護小規模多機能型居宅介護従業者が行う状況把握にご協力ください。（改行）2・看護小規模多機能型居宅介護で全て支援できるわけではありません。ご家族や必要な社会資源と連携・協力・協働しながら支援していきます。,0,,なし,,,
041041,0495400327,宮城県,仙台市太白区,セントケア看護小規模仙台太白,セントケアカンゴショウキボセンダイタイハク,看護小規模多機能型居宅介護（複合型サービス）,宮城県仙台市太白区山田新町72番地セントケア仙台太白,セントケア仙台太白,38.217733700000000,140.834593800000000,022-307-0067,022-244-6017,3370001014868,セントケア東北株式会社,0495400327,,,,-,なし,,,
041050,0495500795,宮城県,仙台市泉区,セントケア看護小規模松森,セントケアカンゴショウキボセンダイマツモリ,看護小規模多機能型居宅介護（複合型サービス）,宮城県仙台市泉区松森字新田180番地,,38.303124787448496,140.906940921638320,022-771-5355,022-773-5330,3370001014868,セントケア東北株式会社,0495500795,,勤務体制により、6：00～7：00、20：00～21：00の送迎はご家族様にお願いしております。,,http://www.saint-care.com,あり,通常の指定,通常の指定,
041050,0495500837,宮城県,仙台市泉区,泉看護小規模多機能,イズミカンゴショウキボタキノウ,看護小規模多機能型居宅介護（複合型サービス）,宮城県仙台市泉区泉中央1-39-1,,38.324332900000000,140.874783900000000,022-374-0887,022-374-0886,6370005001331,医療法人松田会,0495500837,,,0,http://www.matsuda-hp.com,なし,通常の指定,なし,
041050,0495500589,宮城県,仙台市泉区,松田病院　看護小規模多機能,マツダビョウイン　カンゴショウキボタキノウ,看護小規模多機能型居宅介護（複合型サービス）,宮城県仙台市泉区実沢立田屋敷１７番地の１,,38.334820600000000,140.839229300000000,022-779-5630,022-772-1557,6370005001331,医療法人松田会,0495500589,,ご利用者様、ご家族様お一人お一人の身体や生活状況に合わせて、サービス提供をしております。,29,http://www.matsuda-hp.com,なし,,,
041050,0495500514,宮城県,仙台市泉区,寺岡クリニック　看護小規模多機能,テラオカクリニック　カンゴショウキボタキノウ,看護小規模多機能型居宅介護（複合型サービス）,宮城県仙台市泉区寺岡5丁目8-2寺岡クリニック,寺岡クリニック,38.343510300000000,140.827202599999960,022-341-0897,022-377-0330,6370005001331,医療法人　松田会,0495500514,,通い及び宿泊サービスの営業時間は、利用者の心身の状況や希望及びそのおかれている環境を踏まえて、柔軟に対応する。また、上記営業時間の他、24時間常時連絡が可能な体制とし、利用者の要請に基づき、営業時間外の対応を行うことができることとする。,0,http://www.matsuda-hp.com,なし,通常の指定,なし,
042021,0490200193,宮城県,石巻市,医療法人社団　健育会　ナースインホーム　ひまわり,イリョウホウジンシャダン　ケンイクカイ　ナースインホーム　ヒマワリ,看護小規模多機能型居宅介護（複合型サービス）,宮城県石巻市大街道西3丁目1番28号,,38.430499345186120,141.271355164418100,0225-98-4213,0225-98-4215,6011405000058,医療法人社団　健育会,0490200193,,石巻市内在住（事業所より概ね片道30分以内）の方が利用対象となります,29,https://himawari-zaitaku.com/,あり,通常の指定,基準該当,
042021,0490200359,宮城県,石巻市,セントケア看護小規模石巻丸井戸,セントケアカンゴショウキボイシノマキマルイド,看護小規模多機能型居宅介護（複合型サービス）,石巻市丸井戸二丁目1-8,,38.445702700000000,141.282688700000000,0225-22-2128,0225-22-2129,3370001016245,セントケア宮城株式会社,0490200359,,勤務体制により、6：00～7：00　20：00～21：00の送迎はご家族様にお願いしております。,3,,なし,通常の指定,なし,
042064,0490600087,宮城県,白石市,看護小規模多機能　リズム白石蔵王,カンゴショウキボタキノウ　リズムシロイシザオウ,看護小規模多機能型居宅介護（複合型サービス）,宮城県白石市鷹巣東三丁目8番1号リズム白石蔵王,リズム白石蔵王,37.997169427382790,140.639150958196980,0224-26-6805,0224-26-6809,5370001025005,株式会社Ｔｒｅｅ　Ｔｕｍｂｏ　Ｉｄｅａｃｔ,0490600087,,,29,,なし,通常の指定,なし,
042072,0490700069,宮城県,名取市,看護小規模多機能ホーム　はなもも,カンゴショウキボタキノウホーム　ハナモモ,看護小規模多機能型居宅介護（複合型サービス）,宮城県名取市美田園5丁目9番5号,,38.156173100000000,140.921570200000020,022-382-8755,022-382-8751,1370505000300,医療法人社団湖聖会,0490700069,,ターミナルケア受け入れ可能。また通いサービスでは、ご家族様の都合でサービス提供時間を8:00～19:00の対応が可能である。,29,https://m-koseikai.com/,なし,通常の指定,なし,
042081,0490800059,宮城県,角田市,医療法人金上仁友会　看護小規模多機能型居宅介護金上,イリョウホウジンカナガミジンユウカイ　カンゴショウキボタキノウガタキョタクカイゴカナガミ,看護小規模多機能型居宅介護（複合型サービス）,宮城県角田市角田字中島上183看護小規模多機能型居宅介護金上　住宅型有料老人ホームタンポポ,看護小規模多機能型居宅介護金上　住宅型有料老人ホームタンポポ,37.972102700000000,140.787533800000000,0224-61-2231,0224-61-2232,7370105001107,金上仁友会,0490800059,,,0,http://www.kanagami.or.jp,なし,通常の指定,なし,
042153,0491500492,宮城県,大崎市,ケアビレッジ大崎ケアサービスステーション看護小規模多機能型居宅介護事業所,ケアビレッジオオサキケアサービスステーションカンゴショウキボタキノウガタカイゴジギョウショ,看護小規模多機能型居宅介護（複合型サービス）,宮城県大崎市古川稲葉1丁目7-30,,38.559566600000000,140.950488999999980,0229-21-1560,0229-21-1563,7370202004771,株式会社リツワ,0491500492,,,,http://ritsuwa.com,あり,通常の指定,なし,
042153,0491500419,宮城県,大崎市,セントケア看護小規模大崎大宮,セントケアカンゴショウキボオオサキオオミヤ,看護小規模多機能型居宅介護（複合型サービス）,宮城県大崎市古川大宮二丁目1番24-1号セントケア看護小規模大崎大宮,セントケア看護小規模大崎大宮,38.583652400000020,140.953751700000000,0229-21-8288,0229-23-5122,3370001016245,セントケア宮城株式会社,0491500419,,,29,https://www.saint-care.com/tohokumiyagi/office,なし,通常の指定,なし,
042161,0491600011,宮城県,富谷市,富谷複合型サービス事業所あおい,トミヤフクゴウガタサービスジギョウショアオイ,看護小規模多機能型居宅介護（複合型サービス）,宮城県富谷市富谷一枚沖10,,38.399184000000034,140.883897599999950,022-348-0565,022-348-0566,1370002016411,有限会社あおい,0491600011,,,3,http://aoi-nurse.com,なし,,,
043613,0492400106,宮城県,亘理町,ナーシングホームつばさ亘理,ナーシングホームツバサワタリ,看護小規模多機能型居宅介護（複合型サービス）,宮城県亘理郡亘理町逢隈中泉字上谷地264-3,,38.085860500000000,140.877376500000000,0223-35-6027,,7380001016174,株式会社クオリティーライフ,0492400106,,,,https://tsubasawings283.tkc.best-hp.jp/,なし,通常の指定,なし,
045055,0493100135,宮城県,美里町,ケアビレッジ美里　ケアてらす中埣　看護小規模多機能型居宅介護事業所,ケアビレッジミサト　ケアテラスナカゾネ　カンゴショウキボタキノウガタキョタクカイゴジギョウショ,看護小規模多機能型居宅介護（複合型サービス）,宮城県遠田郡美里町中埣字丸池29番地,,38.573337500000000,141.037750300000000,0229-34-3360,0229-34-3361,7370202004771,株式会社リツワ,0493100135,,,0,https://ritsuwa.com/,なし,,,
052019,0590101085,秋田県,秋田市,ケアコンプレックス高清水　看護小規模多機能居宅介護,ケアコンプレックスタカシミズ　カンゴショウキボタキノウキョタクカイゴ,看護小規模多機能型居宅介護（複合型サービス）,秋田県秋田市土崎港南３丁目１３－４４,,39.747306998022080,140.079433433868420,018-853-5161,018-827-5311,1410005001562,社会福祉法人　正和会,0590101085,,,0,https://www.seiwakai-net.com/takashimizu,なし,通常の指定,なし,
052019,0590101242,秋田県,秋田市,看護小規模多機能型居宅介護　リンデンバウム,カンゴショウキボタキノウガタキョタクカイゴ　リンデンバウム,看護小規模多機能型居宅介護（複合型サービス）,秋田県秋田市泉菅野２丁目１７-１１,,39.735952500000000,140.115139600000000,018-896-5885,018-862-3170,5410005001055,社会福祉法人いずみ会,0590101242,,受付・相談については月曜日～金曜日の９：００～１６：３０にお受けします。,29,http://ｗｗｗ.izumi.akita.jp/,なし,通常の指定,なし,
052019,0590101010,秋田県,秋田市,看護小規模多機能型居宅介護　ケアコンプレックス将軍野,カンゴショウキボタキノウガタキョタクカイゴ　ケアコンプレックスショウグンノ,看護小規模多機能型居宅介護（複合型サービス）,秋田県秋田市土崎港東２丁目１４－７,,39.751739600000000,140.080448199999980,018-838-7530,018-838-7535,1410005001562,社会福祉法人　正和会,0590101010,,秋田市内にお住いの要介護１～要介護５の方が利用可能です,0,https://wel.akita-seiwakai.jp/shougunno/facility_introduction/mfc/,なし,通常の指定,なし,
052019,0590101028,秋田県,秋田市,虹の街看護小規模多機能いずみ,ニジノマチカンゴショウキボタキノウイズミ,看護小規模多機能型居宅介護（複合型サービス）,秋田県秋田市泉中央5丁目31-8,,39.731355558345550,140.112363798741850,018-838-6527,018-838-6528,2410001006465,株式会社　虹の街,0590101028,,送迎サービスの提供時間は、午前8時から午後6時までとする。,0,https://www.saint-care.com/niji/,なし,通常の指定,なし,
052043,0590400388,秋田県,大館市,看護小規模多機能　まるっと一心堂,カンゴショウキボタキノウ　マルットイッシンドウ,看護小規模多機能型居宅介護（複合型サービス）,秋田県大館市赤館町146-4,,40.271114700000010,140.571007600000000,0186-59-5357,0186-59-5358,2410002008691,有限会社トータルケア一心堂,0590400388,,通いサービスの延長あり,0,http://isshin-do.com,なし,通常の指定,なし,
052108,0590500310,秋田県,由利本荘市,看護小規模多機能わかばイースト,カンゴショウキボタキノウワカバイースト,看護小規模多機能型居宅介護（複合型サービス）,秋田県由利本荘市荒町字真城42-2,,39.357553312407100,140.079578649737580,0184-74-3385,0184-74-3376,8410001005206,池田ライフサポート＆システム株式会社,0590500310,,通いサービスは、利用者又は家族の都合により時間短縮、延長可能（改行）緊急時及び必要時においては柔軟に通い、訪問及び宿泊サービスを提供します。,29,https://www.wakaba-east.jp/,なし,通常の指定,なし,
052124,0590800280,秋田県,大仙市,おうようかん介護センター富士見,オウヨウカンカイゴセンターフジミ,看護小規模多機能型居宅介護（複合型サービス）,秋田県大仙市富士見町3-8,,39.470750727835160,140.474818030125560,0187-73-5611,0187-62-6201,6410002012021,株式会社鷹揚館,0590800280,,,29,https://ohyokan.jp/,なし,通常の指定,なし,
052124,0590800413,秋田県,大仙市,虹の街看護小規模多機能おおまがり,ニジノマチカンゴショウキボタキノウオオマガリ,看護小規模多機能型居宅介護（複合型サービス）,秋田県大仙市大花町3番60-6号,,39.464278106013445,140.484872723417650,0187-88-8623,0187-88-8625,2410001006465,株式会社　虹の街,0590800413,,,0,http://www.saint-care.com/niji/,なし,通常の指定,なし,
052159,0590800306,秋田県,仙北市,ケアライフ　心都,ケアライフ　コト,看護小規模多機能型居宅介護（複合型サービス）,秋田県仙北市角館町勝楽122-1,,39.586678200000000,140.565366000000040,0187-49-6177,0187-54-1125,5410002012063,有限会社福寿,0590800306,,ご利用者様、ご家族様の希望により通いサービスの時間延長も可能です。,25,http://www.fukuju-2910.com,なし,通常の指定,なし,
062014,0690100425,山形県,山形市,看護小規模多機能かしの木,カンゴショウキボタキノウカシノキ,看護小規模多機能型居宅介護（複合型サービス）,山形県山形市上町四丁目6番24号,,38.244650206588450,140.313817762040690,023-673-9703,023-673-9702,5390001012604,大和メディカル株式会社,0690100425,,,,https://daiwa-med.co.jp/,なし,通常の指定,なし,
062014,0690100821,山形県,山形市,看護小規模多機能型居宅介護　YONEKIプレミアム,カンゴショウキボタキノウガタキョタクカイゴ　ヨネキプレミアム,看護小規模多機能型居宅介護（複合型サービス）,山形県山形市あかねヶ丘2-1-4,,38.246863100000000,140.312811000000000,023-616-7515,023-644-4715,5390002003800,株式会社よねき,0690100821,,,0,http://yonekiya.com/,なし,,,
062014,0690100581,山形県,山形市,複合型サービス　東部の友,フクゴウガタサービス　トウブノトモ,看護小規模多機能型居宅介護（複合型サービス）,山形県山形市松波三丁目４番５号ケアセンター松波,ケアセンター松波,38.242368700000000,140.367560700000000,023-664-3851,023-664-3852,6390005008234,社会福祉法人歓友会,0690100581,,複合型サービスの提供に当たっては、複合型サービス計画を基本としつつ、利用者の日々の様態、希望等を勘案し、適時適切に通いサービス、訪問サービス及び宿泊サービスを組み合わせた介護又は看護を行います。,0,http://www.kanyuukai.or.jp,なし,通常の指定,なし,
062014,0690100474,山形県,山形市,湖山ケアサービス山形,コヤマケアサービスヤマガタ,看護小規模多機能型居宅介護（複合型サービス）,山形市上桜田5丁目1‐1,,38.221209243658770,140.340177058335970,023-664-1802,023-625-1126,6390005006618,医療法人社団　緑愛会,0690100474,,,29,http://ryokuaikai.com,なし,通常の指定,なし,
062022,0690400270,山形県,米沢市,ケアコンシェルジュ和,ケアコンシェルジュナゴミ,看護小規模多機能型居宅介護（複合型サービス）,山形県米沢市門東町２丁目８番３４号,,37.909326600000000,140.108414800000000,0238-27-8778,,1390002013662,有限会社なごみの部屋,0690400270,,,,https://nagomi-calm.com,なし,,,
062022,0690400155,山形県,米沢市,湖山ケアサービス米沢,コヤマケアサービスヨネザワ,看護小規模多機能型居宅介護（複合型サービス）,米沢市塩井町塩野1482番地の4,,37.926911300000000,140.102621199999930,0238-40-1856,0238-40-1857,6390005006618,医療法人社団緑愛会,0690400155,,,29,http://ryokuaikai.com,なし,通常の指定,,
062057,0691100135,山形県,新庄市,ＳＯＭＰＯケア　新庄城西　看護小規模多機能,ソンポケア　シンジョウシロニシ　カンゴショウキボタキノウ,看護小規模多機能型居宅介護（複合型サービス）,山形県新庄市城西町7番11号,,38.766555800000000,140.290242000000000,0233-23-5901,0233-23-5902,1260001015656,ＳＯＭＰＯケア株式会社,0691100135,,,29,https://www.sompocare.com,なし,通常の指定,なし,
072010,0790100986,福島県,福島市,リブレ松川看護小規模多機能型居宅事業所,リブレマツカワカンゴショウキボタキノウガタキョタクジギョウショ,看護小規模多機能型居宅介護（複合型サービス）,福島市松川町美郷４丁目１３番８,,37.665638525225180,140.472796798147580,024-573-6522,024-537-2515,9370001013930,株式会社リブレ,0790100986,,,0,https://www.libre-lifesupport.jp,なし,通常の指定,なし,
072010,0790100655,福島県,福島市,一般財団法人脳神経疾患研究所　看護小規模多機能型居宅介護事業所　在宅看護センター結の学校,イッパンザイダンホウジンノウシンケイシッカンケンキュウショ　カンゴショウキボタキノウガタキョタクカイゴジギョウショ　ザイタクカンゴセンターユイノガッコウ,看護小規模多機能型居宅介護（複合型サービス）,福島県福島市南沢又字曲堀東23-2,,37.773823100000000,140.440877900000030,024-597-6574,024-557-4677,2380005002480,一般財団法人脳神経疾患研究所,0790100655,,,29,,あり,通常の指定,基準該当,
072010,0790100911,福島県,福島市,看護小規模多機能型居宅介護事業所たゆたふ,カンゴショウキボタキノウガタキョタクカイゴジギョウショタユタフ,看護小規模多機能型居宅介護（複合型サービス）,福島県福島市森合字屋敷中15-8,,37.764551000000000,140.456007799999950,024-572-3421,024-572-3402,2380001004225,株式会社まるきた,0790100911,,,0,http://www.maru-kita.co.jp/,なし,通常の指定,なし,
072010,0790100523,福島県,福島市,ライフ吉井田看護小規模多機能型居宅介護事業所,ライフヨシイダカンゴショウキボタキノウガタキョタクカイゴジギョウショ,看護小規模多機能型居宅介護（複合型サービス）,福島県福島市吉倉字谷地73番の1,,37.741301309848030,140.445098928503280,024-563-6145,024-545-2267,7380005000471,社会福祉法人ライフ・タイム・福島,0790100523,,家族が不在等の理由で通いの方が時間に自宅に戻ることができなくても、夕飯を食べながら安心して家族を待てる等、柔軟な対応をしています。,29,http://www.life-time-fukushima.jp/,なし,通常の指定,なし,
072028,0790200349,福島県,会津若松市,看護小規模多機能型居宅介護　医療生協のどか,カンゴショウキボタキノウガタキョタクカイゴ　イリョウセイキョウノドカ,看護小規模多機能型居宅介護（複合型サービス）,福島県会津若松市東千石一丁目2-17看護小規模多機能型居宅介護・住宅型有料老人ホーム　医療生協のどか,看護小規模多機能型居宅介護・住宅型有料老人ホーム　医療生協のどか,37.496367743914150,139.944719536245630,0242-23-8512,0242-23-8513,9380005008050,会津医療生活協同組合,0790200349,,看護サービス：9：00～17：00（緊急時はこの限りではありません）,29,https://aizu-health.coop,なし,通常の指定,なし,
072028,0790200208,福島県,会津若松市,ホームケアＣＯＣＯＬＯ,ホームケアココロ,看護小規模多機能型居宅介護（複合型サービス）,福島県会津若松市本町3番20号,,37.492480700000000,139.919424500000000,0242－27－5315,0242－27－5474,3380001018216,株式会社ｃｌｕｓｔｅｒ,0790200208,,※通い・宿泊サービス時間は家族の希望に応じ行っています。（改行）　家族の方が送迎可能な時は朝早くから遅くまで随時対応しています。,0,ｈｔｔｐ//www.khaos.jp/,なし,,,
072028,0790200356,福島県,会津若松市,看護小規模多機能型居宅介護事業所かをり,カンゴショウキボタキノウガタキョタクカイゴジギョウショカヲリ,看護小規模多機能型居宅介護（複合型サービス）,福島県会津若松市本町2-60へるすぷらざ山鹿２号館,へるすぷらざ山鹿２号館,37.491867900000000,139.920784500000000,0242-27-5518,0242-27-5519,7380005007855,一般財団法人　竹田健康財団,0790200356,,看護師とリハビリセラピストは、竹田訪問看護ステーションと兼務している。,29,"http://www.takeda.or,jp",なし,通常の指定,なし,
072044,0790401327,福島県,いわき市,看護小規模多機能ゆうやけの家,カンゴショウキボタキノウユウヤケノイエ,看護小規模多機能型居宅介護（複合型サービス）,福島県いわき市小名浜住吉字浜宿23-1,,36.975800800000000,140.885983700000000,0246-84-7005,,3380001014702,株式会社ゆうやけ介護,0790401327,,,,,なし,,,
072044,0790400782,福島県,いわき市,はぴねす広場,ハピネスヒロバ,看護小規模多機能型居宅介護（複合型サービス）,福島県いわき市内郷御台境町六反田78番地の１,,37.053560585049570,140.866027700201000,0246‐26‐8111,0246‐26‐8112,2380001015313,ハート株式会社,0790400782,,宿泊時間：16時から翌日10時,0,,なし,通常の指定,なし,
072044,0790401467,福島県,いわき市,ナーシングホーム楓,ナーシングホームカエデ,看護小規模多機能型居宅介護（複合型サービス）,福島県いわき市平字紅葉町40番地の9,,37.064536700000000,140.892082800000000,0246-23-3910,0246-23-3910,2380002027530,株式会社ケアフォレスト,0790401467,,,,careforest.jp,なし,通常の指定,なし,
072117,0791100035,福島県,田村市,結,ユイ,看護小規模多機能型居宅介護（複合型サービス）,福島県田村市船引町船引字砂子田198,,37.444993500000000,140.572502900000020,0247-81-2560,0247-81-2570,3380005003379,医療法人健山会,0791100035,,,0,http://funehiki.clinic/,なし,通常の指定,なし,
072125,0791200173,福島県,南相馬市,看護小規模多機能型居宅介護　ナーシングホームつばさ原町,カンゴショウキボタキノウガタキョタクカイゴ　ナーシングホームツバサハラマチ,看護小規模多機能型居宅介護（複合型サービス）,福島県南相馬市原町区馬場字赤柴81-7,,37.618280500000000,140.925017800000000,0244-32-1682,0244-32-1683,7380001016174,株式会社クオリティーライフ,0791200173,,,8,https://tsubasa.hp.gogo.jp,なし,通常の指定,なし,
072133,0791300288,福島県,伊達市,たいせい　大泉の杜,タイセイ　オオイズミノモリ,看護小規模多機能型居宅介護（複合型サービス）,保原町大泉字大地内108番地1,,37.820808700000015,140.563365900000000,024-529-7104,024-529-7128,1380003000396,合同会社　大成,0791300288,,,0,https://taisei-kaigo.jp,なし,通常の指定,なし,
072133,0791300338,福島県,伊達市,看護小規模多機能型居宅介護事業所「くわの実」,カンゴショウキボタキノウガタキョタクカイゴジギョウショ　クワノミ,看護小規模多機能型居宅介護（複合型サービス）,福島県伊達市月舘町御代田字扶桑畑42番地1,,37.759803600000000,140.608494500000000,024-573-9631,024-573-9632,8380003002188,合同会社ライフサポートもりえの,0791300338,,,,http://hp.kaipoke.biz/67g/,なし,通常の指定,なし,
072133,0791300247,福島県,伊達市,指定看護小規模多機能型居宅介護事業所　よるべ,シテイカンゴショウキボタキノウガタキョタクカイゴジギョウショ　ヨルベ,看護小規模多機能型居宅介護（複合型サービス）,福島県伊達市梁川町天神前3-1　2F,,37.860568500000000,140.611694100000000,024-572-6296,024-572-6297,2380005001986,社会福祉法人嘉啓会,0791300247,,,29,https://kakeikai.or.jp/,なし,,,
073016,0792000077,福島県,桑折町,あじさいファミリア,アジサイファミリア,看護小規模多機能型居宅介護（複合型サービス）,福島県伊達郡桑折町大字谷地字道窪2番2,,37.859127497959264,140.522360302902230,024-563-3217,024-563-5664,3380001027753,Ｖｉｖｏ　Ｃｏ．株式会社,0792000077,,,0,https://vivo-co.jp/,なし,,,
082015,0890100621,茨城県,水戸市,フレアス看護小規模多機能水戸,フレアスカンゴショウキボタキノウミト,看護小規模多機能型居宅介護（複合型サービス）,茨城県水戸市堀町1810-1,,36.400206000000000,140.421306000000000,029-350-3550,029-291-7006,,株式会社フレアス,0890100621,,早朝夜間の送迎はご家族へお願いをさせていただいています。,,,なし,通常の指定,なし,
082015,0890100555,茨城県,水戸市,みと南部ケアセンター,ミトナンブケアセンター,看護小規模多機能型居宅介護（複合型サービス）,茨城県水戸市平須町2－72,,36.318689600000000,140.432774100000000,029-305-3223,029-212-3600,4050005012197,社会福祉法人仁心会,0890100555,,各サービスの提供時間についてはご相談に合わせて可能な限り柔軟に対応いたします。,29,https://www.swc-jinshinkai.com/,なし,通常の指定,なし,
082015,0890100449,茨城県,水戸市,セントケア看護小規模水戸千波,セントケアカンゴショウキボミトセンバ,看護小規模多機能型居宅介護（複合型サービス）,茨城県水戸市元吉田町236-18,,36.353395600000000,140.470424900000000,029-304-2699,029-248-2013,5050001030350,セントケア茨城株式会社,0890100449,,,0,http://care-net.biz/08/saintcare-i/,なし,通常の指定,なし,
082015,0890100571,茨城県,水戸市,フロイデ看護小規模多機能ホーム水戸堀町,フロイデカンゴショウキボタキノウホームミトホリチョウ,看護小規模多機能型居宅介護（複合型サービス）,茨城県水戸市堀町967-1,,36.402979500000000,140.433643500000000,029-353-8222,029-353-8320,3050005008411,医療法人博仁会,0890100571,,,,https://www.hakujinkai.com,なし,通常の指定,なし,
082015,0890100134,茨城県,水戸市,看護小規模多機能型居宅介護事業所絆,カンゴショウキボタキノウガタキョタクカイゴジギョウショキズナ,看護小規模多機能型居宅介護（複合型サービス）,水戸市緑町3-5-40,,36.381962000000020,140.446986700000050,029-303-2950,029-228-1333,7050005010660,公益社団法人茨城県看護協会,0890100134,,通いのサービス利用希望の時間の変更がある際は、事前に連絡をお願いして対応しております。,25,http://www.ina-kizuna.com,なし,,,
082023,0890200223,茨城県,日立市,看護小規模多機能型居宅介護らいおんハート満天,カンゴショウキボタキノウガタキョタクカイゴライオンハートマンテン,看護小規模多機能型居宅介護（複合型サービス）,茨城県日立市川尻町1-35-17,,36.654720392950786,140.697763066270480,0294-85-6655,0294-85-6656,1010401085745,株式会社カスケード東京,0890200223,,1/1～3は通いと泊りのサービスは提供しておりません,29,https://lion-heart.co/shops/multifunction_manten/,なし,通常の指定,なし,
082031,0890300247,茨城県,土浦市,看護小規模多機能型居宅介護「山手」,カンゴショウキボタキノウガタキョタクカイゴ「ヤマノテ」,看護小規模多機能型居宅介護（複合型サービス）,国分町　7-6,,36.066207800000000,140.188479400000000,029-835-3388,029-835-3966,,医療法人社団三輪会,0890300247,,,0,http://www.yamanote-clinic.com,なし,,,
082040,0890400146,茨城県,古河市,看護小規模多機能ケアポプリ,カンゴショウキボタキノウケアポプリ,看護小規模多機能型居宅介護（複合型サービス）,茨城県古河市駒ケ崎14－1,,36.171132400000000,139.705267500000000,0280－47－4306,0280－47－4307,1120005005403,医療法人徳洲会,0890400146,,,,http://www.kogahosp.jp,なし,通常の指定,なし,
082058,0890500218,茨城県,石岡市,セントケア看護小規模石岡,セントケアカンゴショウキボイシオカ,看護小規模多機能型居宅介護（複合型サービス）,鹿の子1-14-12,,36.202919200000000,140.260425500000000,0299-35-1203,0299-23-3600,5050001030350,セントケア茨城株式会社,0890500218,,,0,,なし,通常の指定,なし,
082074,0890700131,茨城県,結城市,看多機かえりえ結城,カンタキカエリエユウキ,看護小規模多機能型居宅介護（複合型サービス）,結城9804⁻1,,36.290645300000000,139.860206500000000,050-1742-6629,050-3730-5061,8013201005965,株式会社やさしい手,0890700131,,,,https://search.yasashiite.com/detail/kantaki_yuki/,なし,通常の指定,なし,
082163,0891600173,茨城県,笠間市,看護小規模多機能ホーム友部,カンゴショウキボタキノウホームトモベ,看護小規模多機能型居宅介護（複合型サービス）,茨城県笠間市鯉渕6526-19,,36.349091700000000,140.321426400000060,0296-73-5330,0296-73-5331,7050005008408,博友会,0891600173,,,8,http://hakuyukai-sfg.com,なし,,なし,
082163,0891600223,茨城県,笠間市,セントケア看護小規模友部,セントケアカンゴショウキボトモベ,看護小規模多機能型居宅介護（複合型サービス）,茨城県笠間市南友部1955-4,,36.355823745728470,140.308342180711300,0296-70-5006,0296-78-9006,5050001030350,セントケア茨城株式会社,0891600223,,早朝・夜間の送迎はご家族様の対応となることがあります。,0,https://care-net.biz/08/saintcare-i/,なし,通常の指定,なし,
082201,0892000175,茨城県,つくば市,看護小規模多機能型　なかよし,カンゴショウキボタキノウガタ　ナカヨシ,看護小規模多機能型居宅介護（複合型サービス）,茨城県つくば市北条4326-2,,36.175961300000000,140.089936099999930,029-867-0177,029-886-7002,6050005005174,医療法人社団健康尚仁会飯村医院,0892000175,,通いサービスの時間延長の連絡は１７時３０分までに連絡を入れていただくこと。サービス開始時間前の受け入れをしております。,25,http://www.iimura-iin.serio.jp,なし,,,
082210,0892100405,茨城県,ひたちなか市,フロイデ看護小規模多機能ホームひたちなか,フロイデカンゴショウキボタキノウホームヒタチナカ,看護小規模多機能型居宅介護（複合型サービス）,茨城県ひたちなか市足崎1474番地8,,36.403783500000000,140.552675500000000,0292127375,0292127222,3050005008411,医療法人博仁会,0892100405,,,0,https://www.hakujinkai.com,あり,通常の指定,なし,
